0	1	3239387942038942355	10593389	29777	2	1	535582	9475	129691	11734	9154	2	3
0	1	3108748477409427068	21167616	35390	2	1	20719	40708	6978	1745	4130733	2	2
0	1	1553674514668982680	20083853	23780	1	1	3739	2385	114	154	2667694	2	2
0	1	2571542825897227624	2379480	11355	2	2	8757990	25258	108176	102453	425128	2	5
0	1	14340390157469404125	6434977	23777	2	1	77	1516	2126	1875	1884833	2	3
0	1	15699833681633648417	20686867	26685	2	2	10217262	3738	105503	105824	1691149	2	2
0	1	15938244500400928011	22071384	38362	1	1	22864003	3861	3217	7288	161290	1	2
0	1	12057878999086460853	20157628	27961	3	3	0	0	7	14	8066871	1	2
0	1	16425751361303522417	20659788	34074	2	1	14096373	627	2653	377	1879605	2	2
0	1	7251627201518253512	20665406	2011	2	2	13113253	571	931	254	3082865	1	5
0	1	15859647530187389343	4285938	23778	2	1	3205149	8	19	83	2373826	1	4
0	1	18040112485405760145	20908196	35088	3	1	0	0	43	50	7983406	1	5
0	1	7544834537668057115	20893321	4698	1	1	2007241	641	1633	2075	17846456	2	3
0	1	13166161943838913452	21440521	36545	2	2	1	47	1411	1660	679318	0	1
0	1	11945298859485910465	21094247	35463	3	1	225956	1544	42748	192	2672808	1	1
0	1	15709479282472939742	21119699	33692	1	1	3981	3672	3147	3425	11613454	1	2
0	1	12057878999086460853	20174706	27961	2	1	119741	14112	14732	16370	6338912	1	4
0	1	2095574202199885298	20776858	22282	2	2	1441458	6751	11513	13317	1181511	2	2
0	1	8718971903532905562	20896654	35075	2	1	9945733	2207	139	201	205024	2	4
0	1	9683010956400868348	20935922	8509	1	1	750287	335655	1423467	1104425	41140	1	3
0	1	4192533441706127805	20579877	2533	2	2	2915	10319	19954	43246	11694437	1	2
0	1	1046079478147812225	21920339	37956	3	2	3	274	29	3657	1538127	1	4
0	1	12057878999086460853	20183690	27961	1	1	4182	4518	40808	67483	1871830	1	4
0	1	7903914528320191889	21162262	1325	2	1	491	1830	3639	45	3100672	2	4
0	1	14038624005553923574	21915997	37687	1	1	2964	2294	7983	8138	11861126	1	1
0	1	3811034684121320330	4238406	20693	2	1	8	3151	67898	10240	11444245	1	6
0	1	5849362948689697005	10404893	29815	3	3	76230	124514	899679	719795	2649673	2	4
0	1	13756257544627676222	10959058	24354	2	2	13154992	11	242	383	943383	1	5
0	1	15234067465152873622	20873941	16951	1	1	96547	492605	1611795	1274670	18093203	1	4
0	1	14531867648059391627	3834142	27485	1	1	2	8	97	59	6523712	2	4
0	1	13756257544627676222	10959061	24354	2	2	11	96	1044	259	2663167	2	2
0	1	6414307266338366018	21183505	35668	3	2	204	197	4607	1608	424996	2	5
0	1	9474441242435164781	1053648	97	1	1	4092	665	5826	5894	1086905	2	4
0	2	16956504984993011634	20440896	33490	2	2	1480	33904	34261	53997	879521	1	3
0	1	14531867648059391627	21775716	27482	1	1	306	542	424	6	1692494	1	3
1	1	8119057108691817477	20876635	34760	1	1	2003059	100	34	40	6418908	1	3
0	1	10349468651765658911	21522776	37422	3	1	0	0	12	4	8065174	2	1
0	1	13090221289647714786	20174982	23795	1	1	19575274	6515	3	7	1275915	1	5
0	1	12008802452575791123	22158484	38640	1	1	27	410	420	552	17413460	1	2
0	1	5851252814446935968	21477562	28698	2	1	843318	394659	1751344	1382144	12195399	2	5
0	1	14340390157469404125	9027213	23808	3	1	1	1	0	0	4276590	1	2
0	1	13674463130277833310	21318553	20456	1	1	5125773	4929	57775	55891	22690	0	1
0	1	17341804353615508628	21882834	37622	1	1	2119998	82	109	97	17630266	2	1
0	1	14340390157469404125	9027213	23808	2	2	1	1	0	0	3568346	1	1
0	1	14340390157469404125	20644045	23808	1	1	982	2	1	3	5180725	2	2
0	1	16554008478550444353	21210367	36155	2	1	166	443	13525	10220	2354632	1	3
0	1	1399337779138642663	20141155	32491	1	1	52	340	281	204	17873334	1	4
0	1	12057878999086460853	22211704	29951	1	1	37	356	73068	65177	683120	2	4
0	1	107599873321587317	21727400	37577	1	1	95685	4041	28572	26858	11253880	1	3
0	1	18414892642356569128	21222508	36185	2	2	18255	4601	96717	133269	5073696	1	1
0	1	15005909604118042421	20369836	33268	2	1	13525	5174	7106	8519	122865	1	1
0	1	5589649412465737103	20946711	35067	2	1	1394817	4591	4724	42	1880059	2	1
0	1	11315908569713166924	20311136	18070	2	2	5351	15098	284	489	6355337	1	6
0	1	1677608598790647531	20076531	5022	2	2	21	12	1374	1880	4237721	1	3
0	9	12575528779388759460	3112706	23778	1	1	216	13	17	30	3073639	1	6
0	1	9841463114647316104	21417905	33579	2	1	179573	348	1857	29049	546997	1	3
1	1	11547636679726547313	21229134	36219	2	2	119	147	4868	1155	3057818	1	4
0	1	12057878999086460853	20163591	27961	2	1	13783253	9	18	27	11570870	1	2
0	1	7514287841964710065	10357618	22947	1	1	5726992	5123	5959	3852	1293605	2	3
0	1	11908676468049092869	10753351	29881	2	2	10998497	12140	47472	183111	126096	2	5
0	2	9881207773436751085	4332980	23778	3	1	23349	23	13	21	1095665	1	6
0	1	7903914528320191889	20869465	2010	1	1	2428844	3935	13097	70	89	1	1
0	1	9650673377849755153	7214458	17265	2	1	7140	3746	5420	3977	11893560	2	4
0	1	14340390157469404125	4468240	23777	2	2	12225216	227	2057	2280	11959227	1	6
0	1	9581735255994331985	8621038	4906	1	1	20645834	4243	112	9443	468412	2	1
0	1	5851252814446935968	20141232	28698	1	1	24902794	960	12337	23271	3596133	1	5
0	1	12057878999086460853	20157587	27961	3	3	0	0	7	14	5127162	1	3
0	1	12057878999086460853	20147157	27961	1	1	568601	221	165	1511	17457719	2	3
0	1	4298118681424644510	8209118	385	3	3	985846	4374	3308	1420	371864	1	5
0	1	14340390157469404125	3109210	23777	3	2	1118813	30462	68206	61064	54218	1	5
0	1	14340390157469404125	9027213	23808	2	1	1	1	0	0	6408443	1	1
1	1	5120683440510467664	8676727	1268	2	1	54473	1807	1856	13	11609111	2	5
0	1	12057878999086460853	20164761	27961	2	2	396055	5895	14696	15129	5184477	1	3
0	1	10349468651765658911	21522776	37422	3	1	0	0	26	28	6425031	1	6
0	1	12057878999086460853	20164697	27961	1	1	17597815	148394	309365	281159	1177539	2	5
0	1	2452358325719526688	21879018	37600	2	2	10075440	16526	15915	1198	1412726	2	4
