0	1	4298118681424644510	7686695	385	3	3	1601	5521	7709	576	490234
0	1	4860571499428580850	21560664	37484	2	2	2255103	317	48989	44771	490234
0	1	9704320783495875564	21748480	36759	3	3	4532751	60721	685038	29681	490234
0	1	13677630321509009335	3517124	23778	3	1	1601	2155	1207	1422	490234
0	1	3284760244799604489	20758093	34535	1	1	4532751	77819	266618	222223	490234
0	1	10196385171799537224	21375650	36832	2	1	4688625	202465	457316	429545	490234
0	1	4203081172173603803	4427028	28647	3	1	4532751	720719	3402221	2663964	490234
0	1	4203081172173603803	4428493	28647	2	2	13171922	1493	11658	5668	490234
0	1	585474943700910275	20945590	35083	2	1	35143	28111	151695	128782	490234
0	1	9684554778607002606	21406020	36943	2	2	4688625	202465	1172072	973354	490234
0	1	4860571499428580850	21560710	37484	2	2	4165614	4107	338524	817824	490234
0	1	16955212292252911951	20730678	34364	2	2	35143	28111	587150	523997	490234
0	1	6912851286990253226	20936539	19186	2	1	34683	61158	81684	373859	490234
0	1	11896053558251257301	10295418	28179	3	2	4532751	720719	2405086	2008317	490234
0	1	6414307266338366018	21183505	35668	2	2	6259	234	15494	1608	490234
0	1	4860571499428580850	21560710	37484	2	2	4165614	4107	338524	572221	490234
0	1	11689327222955583742	21021375	27701	3	2	1601	2155	8580	8736	490234
0	1	10664591050012752564	20620168	30128	2	1	2255103	419	30486	8760	490234
0	1	10664591050012752564	20801912	30128	2	1	13171922	1493	3224	5611	490234
0	1	10664591050012752564	20443036	30128	2	1	4165614	31212	201749	170546	490234
0	1	10664591050012752564	21392028	30128	2	1	4165614	23791	72800	5369	490234
0	1	5755859435141370751	21498278	37333	2	1	12860333	5090	43504	40011	490234
0	1	14340390157469404125	4418786	23808	2	2	12860333	5090	3980	4306	490234
0	1	15145901239598260039	21894794	37932	2	2	34683	138007	531155	425543	490234
0	1	16531381574307507886	22103400	38592	2	1	6259	275	73124	74536	490234
0	1	14340390157469404125	10403103	23808	1	1	43742	10284	829	1025	490234
0	1	18040112485405760145	20908196	35088	3	1	0	0	43	50	6231944
0	1	10349468651765658911	21522776	37422	3	2	0	0	25	4	6231944
0	1	12057878999086460853	20157628	27961	3	3	0	0	7	14	6231944
0	1	14340390157469404125	9027238	23808	1	1	26769	643	74	94	11180034
0	3	14340390157469404125	9027238	23808	1	1	125	134	74	94	11180034
0	1	2010992269447716927	22141749	38772	2	2	402038	361	18146	17542	86056
0	2	7903914528320191889	20869452	2010	1	1	22647674	16416	31950	70	86056
2	3	2994924845956281615	20061280	23803	1	1	421	4989	106	73	86056
0	1	2010992269447716927	22141715	38772	3	3	166	443	20551	502	86056
0	1	6767824735022101692	21099585	8834	2	2	43928	65251	348890	57465	86056
0	1	15294836932684971541	21811282	36841	3	3	2043	1112	4517	6398	86056
0	1	7903914528320191889	21162422	1325	3	2	16382	24830	48371	51775	86056
0	1	7903914528320191889	20869452	2010	1	1	11630759	16416	31950	70	86056
0	1	14329749696151252502	22114161	38623	3	2	79	8392	15343	502	86056
0	1	1414030043541818662	21246163	1502	3	1	660	1725	459	601	86056
0	1	2002143058964984831	20945351	24124	3	1	1252	535	35257	55393	86056
0	2	8768382238365246489	22114263	38541	1	1	1295	7241	19634	18888	86056
0	1	2010992269447716927	22141716	38772	3	3	79	8392	15343	502	86056
0	1	1414030043541818662	21246163	1502	3	1	166	443	459	601	86056
0	1	7797031665819163380	20563185	5476	3	1	16382	8074	13039	9917	86056
0	1	1228700909106785209	4271311	23778	2	1	43928	189	99	132	86056
0	1	8288930363230609042	20915048	29706	3	3	1252	535	32309	251	86056
0	1	1046079478147812225	21920339	37956	1	1	10166	174	80	105	86056
0	1	12057878999086460853	20161720	27961	1	1	606246	12550	21054	20707	86056
